"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Condition","BldgType","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","MasVnrType","MasVnrArea","ExterQual","ExterCond","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","MoSold","YrSold","SalePrice"
323,60,"RL",86,10380,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,1986,1987,"Gable","CompShg","BrkFace",172,"Gd","TA",1502,"GasA","Ex","Y","SBrkr",1553,1177,0,2730,1,0,2,1,4,1,"Gd",8,1,2,576,"TA","TA","Y",201,96,0,0,0,0,NA,8,2007,301000
324,20,"RM",49,5820,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",3,8,1955,2005,"Gable","CompShg","None",0,"TA","Gd",1162,"GasA","Ex","Y","SBrkr",1163,0,0,1163,1,0,1,0,3,1,"TA",6,0,1,220,"Fa","TA","Y",142,98,0,0,0,0,NA,7,2006,126175
325,80,"RL",96,11275,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","PosN","1Fam",7,7,1967,2007,"Mansard","WdShake","BrkFace",300,"Gd","Gd",710,"GasA","Ex","Y","SBrkr",1898,1080,0,2978,0,0,2,1,5,1,"Gd",11,1,2,564,"TA","TA","Y",240,0,0,0,0,0,NA,6,2010,NA
326,45,"RM",50,5000,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","RRAe","1Fam",5,6,1941,1950,"Gable","CompShg","None",0,"TA","TA",720,"GasA","Po","N","FuseF",803,0,0,803,0,0,1,0,2,1,"TA",5,0,2,360,"TA","TA","Y",0,0,244,0,0,0,NA,12,2007,87000
327,120,"RL",32,10846,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","TwnhsE",8,5,1993,1993,"Gable","CompShg","None",0,"Gd","TA",1719,"GasA","Ex","Y","SBrkr",1719,0,0,1719,2,0,1,1,1,1,"Gd",6,2,2,473,"TA","TA","Y",122,30,0,0,0,0,NA,5,2008,NA
328,20,"RL",80,11600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1960,1960,"Hip","CompShg","BrkFace",175,"TA","TA",1383,"GasA","TA","Y","SBrkr",1383,0,0,1383,0,0,1,1,3,1,"TA",7,0,1,292,"TA","TA","Y",0,45,0,0,0,0,NA,4,2006,145250
329,75,"RL",NA,11888,"Pave","Pave","IR1","Bnk","AllPub","Inside","Gtl","PosN","1Fam",6,6,1916,1994,"Gable","CompShg","None",0,"TA","TA",844,"GasA","Gd","N","FuseA",1445,689,0,2134,0,0,2,0,5,1,"Gd",10,0,2,441,"TA","TA","Y",0,60,268,0,0,0,NA,7,2009,214500
330,70,"RM",60,6402,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,5,1920,1950,"Gable","CompShg","None",0,"TA","TA",596,"GasA","TA","N","SBrkr",596,596,0,1192,0,0,1,0,3,1,"TA",6,0,1,189,"Fa","Fa","N",0,0,137,0,0,0,NA,7,2009,78000
331,90,"RL",NA,10624,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","Duplex",5,4,1964,1964,"Gable","CompShg","BrkFace",84,"TA","TA",1728,"GasA","TA","Y","SBrkr",1728,0,0,1728,0,1,2,0,6,2,"TA",10,0,1,352,"TA","TA","Y",155,0,0,0,0,0,NA,11,2007,119000
332,20,"RL",70,8176,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1958,1992,"Gable","CompShg","None",0,"TA","TA",1056,"GasA","Fa","Y","SBrkr",1056,0,0,1056,1,0,1,0,3,1,"TA",6,0,1,308,"TA","TA","Y",0,0,0,0,0,0,NA,8,2007,139000
333,20,"RL",85,10655,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2003,2004,"Gable","CompShg","BrkFace",296,"Gd","TA",3206,"GasA","Ex","Y","SBrkr",1629,0,0,1629,1,0,2,0,3,1,"Gd",7,1,3,880,"TA","TA","Y",0,0,0,0,0,0,NA,10,2009,284000
334,120,"RM",59,8198,"Pave",NA,"Reg","Lvl","AllPub","FR3","Gtl","Norm","TwnhsE",7,5,2004,2004,"Gable","CompShg","Stone",146,"Gd","TA",1358,"GasA","Ex","Y","SBrkr",1358,0,0,1358,1,0,2,0,2,1,"Gd",6,1,2,484,"TA","TA","Y",192,30,0,0,0,0,NA,7,2008,207000
335,60,"RL",59,9042,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1998,1998,"Gable","CompShg","None",0,"TA","TA",943,"GasA","Gd","Y","SBrkr",943,695,0,1638,1,0,2,1,3,1,"TA",7,2,2,472,"TA","TA","Y",100,38,0,0,0,0,NA,7,2008,192000
336,190,"RL",NA,164660,"Grvl",NA,"IR1","HLS","AllPub","Corner","Sev","Norm","2fmCon",5,6,1965,1965,"Gable","CompShg","None",0,"TA","TA",1499,"GasA","Ex","Y","SBrkr",1619,167,0,1786,2,0,2,0,3,1,"TA",7,2,2,529,"TA","TA","Y",670,0,0,0,0,0,NA,8,2008,228950
337,20,"RL",86,14157,"Pave",NA,"IR1","HLS","AllPub","Corner","Gtl","Norm","1Fam",9,5,2005,2006,"Hip","CompShg","Stone",200,"Gd","TA",1922,"GasA","Ex","Y","SBrkr",1922,0,0,1922,1,0,2,0,3,1,"Gd",8,1,3,676,"TA","TA","Y",178,51,0,0,0,0,NA,7,2007,NA
338,20,"RL",70,9135,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2002,2003,"Gable","CompShg","BrkFace",113,"Gd","TA",1536,"GasA","Ex","Y","SBrkr",1536,0,0,1536,1,0,2,0,3,1,"Gd",7,0,2,532,"TA","TA","Y",192,74,0,0,0,0,NA,12,2008,NA
339,20,"RL",91,14145,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",7,7,1984,1998,"Gable","CompShg","None",0,"Gd","TA",1208,"GasA","Ex","Y","SBrkr",1621,0,0,1621,1,0,2,0,3,1,"Gd",8,0,2,440,"TA","TA","Y",108,45,0,0,0,0,NA,5,2006,202500
340,20,"RL",66,12400,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Feedr","1Fam",6,7,1958,1998,"Hip","CompShg","BrkFace",176,"TA","TA",1215,"GasA","TA","Y","FuseA",1215,0,0,1215,0,0,1,0,3,1,"TA",6,0,1,297,"TA","TA","Y",0,0,0,0,234,0,NA,6,2009,155000
341,60,"RL",85,14191,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",8,5,2002,2002,"Gable","CompShg","None",0,"Gd","TA",967,"GasA","Ex","Y","SBrkr",993,915,0,1908,0,0,2,1,4,1,"Gd",9,0,2,431,"TA","TA","Y",135,0,0,0,0,0,NA,4,2010,202900
342,20,"RH",60,8400,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Feedr","1Fam",4,4,1950,1950,"Gable","CompShg","None",0,"Fa","Fa",721,"GasA","Gd","Y","SBrkr",841,0,0,841,0,0,1,0,2,1,"TA",4,0,1,294,"TA","TA","N",250,0,24,0,0,0,NA,9,2009,82000
343,90,"RL",NA,8544,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","Duplex",3,4,1949,1950,"Gable","CompShg","BrkFace",340,"TA","TA",0,"Wall","Fa","N","FuseA",1040,0,0,1040,0,0,2,0,2,2,"TA",6,0,2,400,"TA","TA","Y",0,0,0,0,0,0,NA,5,2006,87500
344,120,"RL",63,8849,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",9,5,2005,2005,"Hip","CompShg","BrkFace",616,"Ex","TA",1684,"GasA","Ex","Y","SBrkr",1684,0,0,1684,0,0,2,0,2,1,"Ex",6,1,2,564,"TA","TA","Y",495,72,0,0,0,0,NA,7,2008,266000
345,160,"RM",36,2592,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",5,3,1976,1976,"Gable","CompShg","None",0,"TA","TA",536,"GasA","TA","Y","SBrkr",536,576,0,1112,0,0,1,1,3,1,"TA",4,0,1,336,"TA","TA","Y",182,0,0,0,0,0,NA,4,2010,85000
346,50,"RL",65,6435,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","RRAn","1Fam",6,5,1939,1950,"Gable","CompShg","None",0,"TA","TA",972,"GasA","Gd","Y","SBrkr",972,605,0,1577,0,0,1,0,3,1,"Fa",6,1,1,312,"TA","TA","Y",0,0,0,0,0,0,NA,10,2006,NA
347,20,"RL",NA,12772,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",6,8,1960,1998,"Hip","CompShg","None",0,"TA","Gd",958,"GasA","TA","Y","SBrkr",958,0,0,958,0,0,1,0,2,1,"TA",5,0,1,301,"TA","TA","Y",0,0,0,0,0,0,NA,4,2007,NA
348,20,"RL",NA,17600,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1960,1960,"Gable","CompShg","BrkFace",30,"TA","TA",1478,"GasA","Ex","Y","FuseA",1478,0,0,1478,1,0,2,0,3,1,"TA",6,2,2,498,"TA","TA","Y",0,40,0,0,0,0,NA,12,2009,157500
349,160,"RL",36,2448,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","Twnhs",7,5,2003,2004,"Gable","CompShg","Stone",106,"Gd","TA",764,"GasA","Ex","Y","SBrkr",764,862,0,1626,1,0,2,1,2,1,"Gd",6,0,2,474,"TA","TA","Y",0,27,0,0,0,0,NA,10,2008,154000
350,60,"RL",56,20431,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","Norm","1Fam",9,5,2005,2006,"Hip","CompShg","BrkFace",870,"Ex","TA",1848,"GasA","Ex","Y","SBrkr",1848,880,0,2728,1,0,2,1,4,1,"Ex",10,2,3,706,"TA","TA","Y",0,0,0,0,0,0,NA,4,2006,437154
351,120,"RL",68,7820,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",9,5,2007,2007,"Hip","CompShg","BrkFace",362,"Ex","TA",1869,"GasA","Ex","Y","SBrkr",1869,0,0,1869,0,0,2,0,2,1,"Ex",6,1,2,617,"TA","TA","Y",210,54,0,0,0,0,NA,12,2007,318061
352,120,"RL",NA,5271,"Pave",NA,"IR1","Low","AllPub","Inside","Mod","Norm","1Fam",7,5,1986,1986,"Gable","CompShg","None",0,"TA","TA",1453,"GasA","Gd","Y","SBrkr",1453,0,0,1453,1,0,1,1,2,1,"Gd",6,1,2,445,"TA","TA","Y",0,80,0,0,184,0,NA,12,2006,190000
353,50,"RL",60,9084,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Artery","1Fam",5,6,1941,1950,"Gable","CompShg","None",0,"TA","TA",616,"GasA","TA","N","SBrkr",616,495,0,1111,0,1,1,0,3,1,"TA",5,0,1,200,"TA","Fa","Y",48,0,0,0,0,0,NA,3,2008,NA
354,30,"RM",60,8520,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,8,1928,2003,"Gable","CompShg","None",0,"TA","Gd",624,"GasA","Gd","Y","SBrkr",720,0,0,720,0,0,1,0,2,1,"TA",5,0,2,484,"TA","TA","Y",106,0,0,0,0,0,NA,5,2010,105900
355,50,"RL",60,8400,"Pave",NA,"Reg","Bnk","AllPub","Inside","Gtl","Norm","1Fam",6,5,1940,2000,"Gable","CompShg","None",0,"TA","TA",940,"GasA","Ex","Y","SBrkr",1192,403,0,1595,0,0,1,0,2,1,"TA",6,2,1,240,"TA","TA","Y",0,0,108,0,0,0,NA,6,2006,140000
356,20,"RL",105,11249,"Pave",NA,"IR2","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1995,1995,"Gable","CompShg","None",0,"Gd","Gd",1200,"GasA","Ex","Y","SBrkr",1200,0,0,1200,1,0,2,0,3,1,"Gd",6,0,2,521,"TA","TA","Y",0,26,0,0,0,0,NA,8,2007,177500
357,20,"RL",NA,9248,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,6,1992,1992,"Gable","CompShg","BrkFace",106,"TA","TA",1158,"GasA","Gd","Y","SBrkr",1167,0,0,1167,1,0,2,0,3,1,"Gd",6,0,2,400,"TA","TA","Y",120,26,0,0,0,0,NA,7,2009,173000
358,120,"RM",44,4224,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",5,5,1976,1976,"Gable","CompShg","None",0,"TA","TA",1142,"GasA","TA","Y","SBrkr",1142,0,0,1142,1,0,1,1,3,1,"TA",6,1,2,528,"TA","TA","Y",536,90,0,0,0,0,NA,8,2007,134000
359,80,"RL",92,6930,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,4,1958,1958,"Hip","CompShg","BrkFace",120,"TA","TA",1062,"GasA","Ex","Y","FuseF",1352,0,0,1352,0,1,1,0,3,1,"Gd",6,0,1,288,"TA","TA","Y",168,0,294,0,0,0,NA,7,2006,130000
360,60,"RL",78,12011,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",8,5,1998,1998,"Gable","CompShg","BrkFace",530,"Gd","TA",1086,"GasA","Ex","Y","SBrkr",1086,838,0,1924,1,0,2,1,3,1,"Gd",7,1,2,592,"TA","TA","Y",208,75,0,0,374,0,NA,6,2006,NA
361,85,"RL",NA,7540,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",6,6,1978,1978,"Gable","CompShg","None",0,"TA","TA",888,"GasA","Ex","Y","SBrkr",912,0,0,912,1,0,1,0,2,1,"TA",5,1,2,470,"TA","TA","Y",0,0,0,0,192,0,NA,6,2007,156000
362,50,"RL",NA,9144,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,5,1940,1982,"Gable","CompShg","None",0,"TA","TA",883,"GasA","Gd","Y","SBrkr",988,517,0,1505,1,0,1,0,3,1,"TA",8,0,1,240,"TA","TA","N",0,0,0,0,0,0,NA,7,2008,145000
363,85,"RL",64,7301,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",7,5,2003,2003,"Gable","CompShg","BrkFace",500,"Gd","TA",0,"GasA","Ex","Y","SBrkr",495,1427,0,1922,0,0,3,0,4,1,"Gd",7,1,2,672,"TA","TA","Y",0,0,177,0,0,0,NA,7,2009,198500
364,160,"RM",21,1680,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","Twnhs",6,8,1972,2007,"Gable","CompShg","BrkFace",510,"TA","TA",483,"GasA","Gd","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"Gd",5,0,1,264,"TA","TA","Y",250,0,0,0,0,0,NA,5,2009,118000
365,60,"RL",NA,18800,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","Norm","1Fam",6,5,1976,1976,"Gable","CompShg","BrkFace",120,"TA","TA",796,"GasA","TA","Y","SBrkr",790,784,0,1574,1,0,2,1,3,1,"TA",6,1,2,566,"TA","TA","Y",306,111,0,0,0,0,NA,7,2006,190000
366,70,"RM",59,10690,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,7,1920,1997,"Hip","CompShg","None",0,"TA","Gd",672,"GasA","Gd","Y","FuseA",672,672,0,1344,0,0,1,0,3,1,"TA",6,0,1,468,"TA","Fa","Y",0,128,218,0,0,0,NA,7,2009,147000
367,20,"RL",NA,9500,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,1963,1963,"Gable","CompShg","BrkFace",247,"TA","TA",1394,"GasA","Gd","Y","SBrkr",1394,0,0,1394,1,0,1,1,3,1,"TA",6,2,2,514,"TA","TA","Y",0,76,0,0,185,0,NA,7,2009,159000
368,80,"RL",101,9150,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,5,1962,1962,"Gable","Tar&Grv","BrkFace",305,"TA","TA",1099,"GasA","Gd","Y","SBrkr",1431,0,0,1431,0,1,1,0,3,1,"TA",6,1,1,296,"TA","TA","Y",64,110,0,0,0,0,NA,12,2008,165000
369,20,"RL",78,7800,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1954,1954,"Gable","CompShg","BrkFace",200,"TA","TA",1268,"GasA","Gd","Y","SBrkr",1268,0,0,1268,0,0,1,0,2,1,"TA",7,1,1,244,"TA","TA","Y",0,98,0,0,0,0,NA,3,2010,132000
370,20,"RL",NA,9830,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,7,1959,2006,"Gable","CompShg","None",0,"TA","Gd",1063,"GasA","Ex","Y","SBrkr",1287,0,0,1287,1,0,1,0,3,1,"Gd",7,1,2,576,"TA","TA","Y",364,17,0,0,182,0,NA,3,2010,NA
371,60,"RL",NA,8121,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,5,2000,2000,"Gable","CompShg","None",0,"TA","TA",953,"GasA","Ex","Y","SBrkr",953,711,0,1664,0,0,2,1,3,1,"TA",7,1,2,460,"TA","TA","Y",100,40,0,0,0,0,NA,1,2006,NA
372,50,"RL",80,17120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Feedr","1Fam",4,4,1959,1959,"Gable","CompShg","None",0,"TA","TA",0,"GasA","TA","Y","SBrkr",1120,468,0,1588,0,0,2,0,4,1,"TA",7,1,2,680,"TA","TA","N",0,59,0,0,0,0,NA,7,2008,134432
373,120,"RL",50,7175,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",6,5,1984,1984,"Gable","CompShg","None",0,"TA","TA",744,"GasA","TA","Y","SBrkr",752,0,0,752,1,0,1,0,2,1,"TA",4,0,1,264,"TA","TA","Y",353,0,0,0,90,0,NA,2,2010,125000
374,20,"RL",79,10634,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1953,1953,"Gable","CompShg","None",0,"TA","TA",608,"GasA","TA","Y","SBrkr",1319,0,0,1319,1,0,1,0,3,1,"TA",5,0,1,270,"TA","TA","Y",66,0,0,0,0,0,NA,11,2009,123000
375,60,"RL",65,8200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2003,2004,"Gable","CompShg","None",0,"Gd","TA",847,"GasA","Ex","Y","SBrkr",847,1081,0,1928,0,0,2,1,4,1,"Gd",8,1,2,434,"TA","TA","Y",100,48,0,0,0,0,NA,7,2007,219500
376,30,"RL",NA,10020,"Pave",NA,"IR1","Low","AllPub","Inside","Sev","Norm","1Fam",1,1,1922,1950,"Gable","CompShg","None",0,"Fa","Fa",683,"GasA","Gd","N","FuseA",904,0,0,904,1,0,0,1,1,1,"Fa",4,0,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,3,2009,61000
377,85,"RL",57,8846,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",5,5,1996,1996,"Gable","CompShg","None",0,"Gd","TA",870,"GasA","Ex","Y","SBrkr",914,0,0,914,0,0,1,0,2,1,"TA",5,0,2,576,"TA","TA","Y",0,0,0,0,0,0,NA,7,2006,148000
378,60,"FV",102,11143,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Norm","1Fam",8,5,2004,2005,"Gable","CompShg","None",0,"Gd","TA",1580,"GasA","Ex","Y","SBrkr",1580,886,0,2466,0,0,3,0,4,1,"Gd",8,1,2,610,"TA","TA","Y",159,214,0,0,0,0,NA,12,2007,340000
379,20,"RL",88,11394,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",9,2,2010,2010,"Hip","CompShg","Stone",350,"Gd","TA",1856,"GasA","Ex","Y","SBrkr",1856,0,0,1856,1,0,1,1,1,1,"Ex",8,1,3,834,"TA","TA","Y",113,0,0,0,0,0,NA,6,2010,394432
380,60,"RL",60,8123,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","RRAn","1Fam",6,5,2000,2000,"Gable","CompShg","BrkFace",16,"TA","TA",982,"GasA","Ex","Y","SBrkr",1007,793,0,1800,0,0,2,1,3,1,"TA",7,1,2,463,"TA","TA","Y",100,63,0,0,0,0,NA,6,2009,179000
381,50,"RL",50,5000,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1924,1950,"Gable","CompShg","None",0,"TA","TA",1026,"GasA","TA","Y","SBrkr",1026,665,0,1691,0,0,2,0,3,1,"Gd",6,1,1,308,"TA","TA","Y",0,0,242,0,0,0,NA,5,2010,NA
382,20,"FV",60,7200,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2006,2006,"Gable","CompShg","None",0,"Gd","TA",1293,"GasA","Ex","Y","SBrkr",1301,0,0,1301,1,0,2,0,2,1,"Gd",5,1,2,572,"TA","TA","Y",216,121,0,0,0,0,NA,8,2006,187750
383,60,"RL",79,9245,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",7,5,2006,2006,"Gable","CompShg","None",0,"Gd","TA",939,"GasA","Ex","Y","SBrkr",939,858,0,1797,0,0,2,1,3,1,"Gd",8,0,2,639,"TA","TA","Y",144,53,0,0,0,0,NA,4,2007,213500
384,45,"RH",60,9000,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",6,3,1928,1950,"Gable","CompShg","None",0,"TA","TA",784,"GasA","TA","N","FuseA",784,0,0,784,0,0,1,0,2,1,"TA",5,0,2,360,"Fa","Fa","N",0,0,91,0,0,0,NA,10,2009,76000
385,60,"RL",NA,53107,"Pave",NA,"IR2","Low","AllPub","Corner","Mod","Feedr","1Fam",6,5,1992,1992,"Gable","CompShg","None",0,"Gd","TA",1580,"GasA","Ex","Y","SBrkr",1079,874,0,1953,1,0,2,1,3,1,"Gd",9,2,2,501,"TA","TA","Y",216,231,0,0,0,0,NA,6,2007,NA
386,120,"RL",43,3182,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","TwnhsE",8,5,2004,2005,"Gable","CompShg","BrkFace",16,"Gd","TA",1256,"GasA","Ex","Y","SBrkr",1269,0,0,1269,0,0,2,0,2,1,"Gd",6,1,2,430,"TA","TA","Y",146,20,0,0,144,0,NA,4,2010,192000
387,50,"RL",58,8410,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","Feedr","1Fam",5,3,1910,1996,"Gambrel","CompShg","None",0,"TA","Fa",658,"GasA","TA","Y","SBrkr",658,526,0,1184,0,0,1,0,5,1,"TA",8,0,0,0,NA,NA,"N",0,151,0,0,0,0,NA,5,2006,81000
388,80,"RL",72,7200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",6,6,1976,1976,"Hip","CompShg","BrkFace",255,"TA","TA",1041,"GasA","Ex","Y","SBrkr",1125,0,0,1125,1,0,1,0,3,1,"TA",6,1,1,352,"TA","TA","Y",296,0,0,0,0,0,NA,10,2009,125000
389,20,"RL",93,9382,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",7,5,1999,2000,"Gable","CompShg","BrkFace",125,"Gd","TA",1468,"GasA","Ex","Y","SBrkr",1479,0,0,1479,0,0,2,0,3,1,"Gd",6,0,2,577,"TA","TA","Y",120,25,0,0,0,0,NA,7,2008,191000
390,60,"RL",96,12474,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",10,5,2007,2008,"Gable","CompShg","Stone",272,"Ex","TA",1682,"GasA","Ex","Y","SBrkr",1742,590,0,2332,1,0,2,1,3,1,"Ex",9,1,3,846,"TA","TA","Y",196,134,0,0,0,0,NA,8,2008,NA
391,50,"RL",50,8405,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,8,1900,1950,"Gable","CompShg","None",0,"TA","TA",861,"GasA","Ex","Y","SBrkr",961,406,0,1367,1,0,1,0,4,1,"TA",7,0,1,384,"TA","TA","Y",0,130,112,0,0,0,NA,4,2008,NA
392,60,"RL",71,12209,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","Norm","1Fam",6,5,2001,2002,"Gable","CompShg","None",0,"TA","TA",804,"GasA","Ex","Y","SBrkr",804,1157,0,1961,1,0,2,1,3,1,"Gd",7,1,2,560,"TA","TA","Y",125,192,0,0,0,0,NA,6,2009,215000
393,20,"RL",NA,8339,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,7,1959,1959,"Gable","CompShg","None",0,"TA","TA",0,"GasA","TA","Y","SBrkr",882,0,0,882,0,0,1,0,3,1,"TA",5,0,1,294,"TA","TA","Y",0,0,0,0,0,0,NA,7,2007,106500
394,30,"RL",NA,7446,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Feedr","1Fam",4,5,1941,1950,"Gable","CompShg","None",0,"TA","TA",788,"GasA","TA","Y","FuseA",788,0,0,788,0,0,1,0,2,1,"TA",4,2,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,4,2006,100000
395,50,"RL",60,10134,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1940,1950,"Gable","CompShg","None",0,"TA","TA",735,"GasA","Gd","Y","FuseA",735,299,0,1034,0,0,1,0,2,1,"TA",5,0,1,240,"TA","TA","Y",0,39,0,0,0,0,NA,7,2007,109000
396,20,"RL",68,9571,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Norm","1Fam",5,6,1956,1956,"Gable","CompShg","None",0,"TA","TA",1144,"GasA","TA","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,"TA",6,0,1,596,"TA","TA","Y",44,0,0,0,0,0,NA,6,2010,NA
397,20,"RL",60,7200,"Pave",NA,"Reg","Low","AllPub","Inside","Gtl","Norm","1Fam",5,5,1972,1972,"Hip","CompShg","None",0,"TA","TA",894,"GasA","TA","Y","SBrkr",894,0,0,894,0,0,1,0,2,1,"TA",6,0,2,600,"TA","TA","Y",215,0,0,0,0,0,NA,9,2009,123000
398,60,"RL",69,7590,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","PosN","1Fam",5,5,1962,1962,"Gable","CompShg","BrkFace",288,"TA","TA",864,"GasA","TA","Y","SBrkr",876,936,0,1812,0,0,2,0,4,1,"TA",8,1,1,264,"TA","TA","Y",0,168,0,0,0,0,NA,7,2007,169500
399,30,"RM",60,8967,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","Norm","1Fam",5,2,1920,1950,"Gable","CompShg","None",0,"TA","Fa",961,"GasA","Gd","Y","Mix",1077,0,0,1077,0,0,1,0,2,1,"TA",6,0,1,338,"Po","Po","N",0,0,0,0,0,0,NA,11,2007,67000
